Date;Year;Month_Number;Month_Name;Month_Name_FR;Quarter_Number;Quarter_Label;PI_Planning;Week_Number;Day_Number;Day_Name;Day_Name_FR;Day_Of_Week;Is_Weekend;Is_Weekday;Semester;Year_Month;Year_Week
01/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;44;1;Saturday;Samedi;6;YES;NO;S2;2025-11;2025-W44
02/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;44;2;Sunday;Dimanche;7;YES;NO;S2;2025-11;2025-W44
03/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;45;3;Monday;Lundi;1;NO;YES;S2;2025-11;2025-W45
04/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;45;4;Tuesday;Mardi;2;NO;YES;S2;2025-11;2025-W45
05/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;45;5;Wednesday;Mercredi;3;NO;YES;S2;2025-11;2025-W45
06/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;45;6;Thursday;Jeudi;4;NO;YES;S2;2025-11;2025-W45
07/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;45;7;Friday;Vendredi;5;NO;YES;S2;2025-11;2025-W45
08/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;45;8;Saturday;Samedi;6;YES;NO;S2;2025-11;2025-W45
09/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;45;9;Sunday;Dimanche;7;YES;NO;S2;2025-11;2025-W45
10/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;46;10;Monday;Lundi;1;NO;YES;S2;2025-11;2025-W46
11/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;46;11;Tuesday;Mardi;2;NO;YES;S2;2025-11;2025-W46
12/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;46;12;Wednesday;Mercredi;3;NO;YES;S2;2025-11;2025-W46
13/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;46;13;Thursday;Jeudi;4;NO;YES;S2;2025-11;2025-W46
14/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;46;14;Friday;Vendredi;5;NO;YES;S2;2025-11;2025-W46
15/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;46;15;Saturday;Samedi;6;YES;NO;S2;2025-11;2025-W46
16/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;46;16;Sunday;Dimanche;7;YES;NO;S2;2025-11;2025-W46
17/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;47;17;Monday;Lundi;1;NO;YES;S2;2025-11;2025-W47
18/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;47;18;Tuesday;Mardi;2;NO;YES;S2;2025-11;2025-W47
19/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;47;19;Wednesday;Mercredi;3;NO;YES;S2;2025-11;2025-W47
20/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;47;20;Thursday;Jeudi;4;NO;YES;S2;2025-11;2025-W47
21/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;47;21;Friday;Vendredi;5;NO;YES;S2;2025-11;2025-W47
22/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;47;22;Saturday;Samedi;6;YES;NO;S2;2025-11;2025-W47
23/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;47;23;Sunday;Dimanche;7;YES;NO;S2;2025-11;2025-W47
24/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;48;24;Monday;Lundi;1;NO;YES;S2;2025-11;2025-W48
25/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;48;25;Tuesday;Mardi;2;NO;YES;S2;2025-11;2025-W48
26/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;48;26;Wednesday;Mercredi;3;NO;YES;S2;2025-11;2025-W48
27/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;48;27;Thursday;Jeudi;4;NO;YES;S2;2025-11;2025-W48
28/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;48;28;Friday;Vendredi;5;NO;YES;S2;2025-11;2025-W48
29/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;48;29;Saturday;Samedi;6;YES;NO;S2;2025-11;2025-W48
30/11/2025;2025;11;November;Novembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;48;30;Sunday;Dimanche;7;YES;NO;S2;2025-11;2025-W48
01/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;49;1;Monday;Lundi;1;NO;YES;S2;2025-12;2025-W49
02/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;49;2;Tuesday;Mardi;2;NO;YES;S2;2025-12;2025-W49
03/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;49;3;Wednesday;Mercredi;3;NO;YES;S2;2025-12;2025-W49
04/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;49;4;Thursday;Jeudi;4;NO;YES;S2;2025-12;2025-W49
05/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;49;5;Friday;Vendredi;5;NO;YES;S2;2025-12;2025-W49
06/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;49;6;Saturday;Samedi;6;YES;NO;S2;2025-12;2025-W49
07/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;49;7;Sunday;Dimanche;7;YES;NO;S2;2025-12;2025-W49
08/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;50;8;Monday;Lundi;1;NO;YES;S2;2025-12;2025-W50
09/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;50;9;Tuesday;Mardi;2;NO;YES;S2;2025-12;2025-W50
10/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;50;10;Wednesday;Mercredi;3;NO;YES;S2;2025-12;2025-W50
11/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;50;11;Thursday;Jeudi;4;NO;YES;S2;2025-12;2025-W50
12/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;50;12;Friday;Vendredi;5;NO;YES;S2;2025-12;2025-W50
13/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;50;13;Saturday;Samedi;6;YES;NO;S2;2025-12;2025-W50
14/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;50;14;Sunday;Dimanche;7;YES;NO;S2;2025-12;2025-W50
15/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;51;15;Monday;Lundi;1;NO;YES;S2;2025-12;2025-W51
16/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;51;16;Tuesday;Mardi;2;NO;YES;S2;2025-12;2025-W51
17/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;51;17;Wednesday;Mercredi;3;NO;YES;S2;2025-12;2025-W51
18/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;51;18;Thursday;Jeudi;4;NO;YES;S2;2025-12;2025-W51
19/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;51;19;Friday;Vendredi;5;NO;YES;S2;2025-12;2025-W51
20/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;51;20;Saturday;Samedi;6;YES;NO;S2;2025-12;2025-W51
21/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;51;21;Sunday;Dimanche;7;YES;NO;S2;2025-12;2025-W51
22/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;52;22;Monday;Lundi;1;NO;YES;S2;2025-12;2025-W52
23/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;52;23;Tuesday;Mardi;2;NO;YES;S2;2025-12;2025-W52
24/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;52;24;Wednesday;Mercredi;3;NO;YES;S2;2025-12;2025-W52
25/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;52;25;Thursday;Jeudi;4;NO;YES;S2;2025-12;2025-W52
26/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;52;26;Friday;Vendredi;5;NO;YES;S2;2025-12;2025-W52
27/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;52;27;Saturday;Samedi;6;YES;NO;S2;2025-12;2025-W52
28/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;52;28;Sunday;Dimanche;7;YES;NO;S2;2025-12;2025-W52
29/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;1;29;Monday;Lundi;1;NO;YES;S2;2025-12;2026-W01
30/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;1;30;Tuesday;Mardi;2;NO;YES;S2;2025-12;2026-W01
31/12/2025;2025;12;December;Décembre;4;Q4 2025;2025 - Q4 - DPF - PI Planning;1;31;Wednesday;Mercredi;3;NO;YES;S2;2025-12;2026-W01
01/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;1;1;Thursday;Jeudi;4;NO;YES;S1;2026-01;2026-W01
02/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;1;2;Friday;Vendredi;5;NO;YES;S1;2026-01;2026-W01
03/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;1;3;Saturday;Samedi;6;YES;NO;S1;2026-01;2026-W01
04/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;1;4;Sunday;Dimanche;7;YES;NO;S1;2026-01;2026-W01
05/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;2;5;Monday;Lundi;1;NO;YES;S1;2026-01;2026-W02
06/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;2;6;Tuesday;Mardi;2;NO;YES;S1;2026-01;2026-W02
07/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;2;7;Wednesday;Mercredi;3;NO;YES;S1;2026-01;2026-W02
08/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;2;8;Thursday;Jeudi;4;NO;YES;S1;2026-01;2026-W02
09/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;2;9;Friday;Vendredi;5;NO;YES;S1;2026-01;2026-W02
10/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;2;10;Saturday;Samedi;6;YES;NO;S1;2026-01;2026-W02
11/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;2;11;Sunday;Dimanche;7;YES;NO;S1;2026-01;2026-W02
12/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;3;12;Monday;Lundi;1;NO;YES;S1;2026-01;2026-W03
13/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;3;13;Tuesday;Mardi;2;NO;YES;S1;2026-01;2026-W03
14/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;3;14;Wednesday;Mercredi;3;NO;YES;S1;2026-01;2026-W03
15/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;3;15;Thursday;Jeudi;4;NO;YES;S1;2026-01;2026-W03
16/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;3;16;Friday;Vendredi;5;NO;YES;S1;2026-01;2026-W03
17/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;3;17;Saturday;Samedi;6;YES;NO;S1;2026-01;2026-W03
18/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;3;18;Sunday;Dimanche;7;YES;NO;S1;2026-01;2026-W03
19/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;4;19;Monday;Lundi;1;NO;YES;S1;2026-01;2026-W04
20/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;4;20;Tuesday;Mardi;2;NO;YES;S1;2026-01;2026-W04
21/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;4;21;Wednesday;Mercredi;3;NO;YES;S1;2026-01;2026-W04
22/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;4;22;Thursday;Jeudi;4;NO;YES;S1;2026-01;2026-W04
23/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;4;23;Friday;Vendredi;5;NO;YES;S1;2026-01;2026-W04
24/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;4;24;Saturday;Samedi;6;YES;NO;S1;2026-01;2026-W04
25/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;4;25;Sunday;Dimanche;7;YES;NO;S1;2026-01;2026-W04
26/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;5;26;Monday;Lundi;1;NO;YES;S1;2026-01;2026-W05
27/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;5;27;Tuesday;Mardi;2;NO;YES;S1;2026-01;2026-W05
28/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;5;28;Wednesday;Mercredi;3;NO;YES;S1;2026-01;2026-W05
29/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;5;29;Thursday;Jeudi;4;NO;YES;S1;2026-01;2026-W05
30/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;5;30;Friday;Vendredi;5;NO;YES;S1;2026-01;2026-W05
31/01/2026;2026;1;January;Janvier;1;Q1 2026;2026 - Q1 - DPF - PI Planning;5;31;Saturday;Samedi;6;YES;NO;S1;2026-01;2026-W05
01/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;5;1;Sunday;Dimanche;7;YES;NO;S1;2026-02;2026-W05
02/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;6;2;Monday;Lundi;1;NO;YES;S1;2026-02;2026-W06
03/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;6;3;Tuesday;Mardi;2;NO;YES;S1;2026-02;2026-W06
04/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;6;4;Wednesday;Mercredi;3;NO;YES;S1;2026-02;2026-W06
05/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;6;5;Thursday;Jeudi;4;NO;YES;S1;2026-02;2026-W06
06/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;6;6;Friday;Vendredi;5;NO;YES;S1;2026-02;2026-W06
07/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;6;7;Saturday;Samedi;6;YES;NO;S1;2026-02;2026-W06
08/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;6;8;Sunday;Dimanche;7;YES;NO;S1;2026-02;2026-W06
09/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;7;9;Monday;Lundi;1;NO;YES;S1;2026-02;2026-W07
10/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;7;10;Tuesday;Mardi;2;NO;YES;S1;2026-02;2026-W07
11/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;7;11;Wednesday;Mercredi;3;NO;YES;S1;2026-02;2026-W07
12/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;7;12;Thursday;Jeudi;4;NO;YES;S1;2026-02;2026-W07
13/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;7;13;Friday;Vendredi;5;NO;YES;S1;2026-02;2026-W07
14/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;7;14;Saturday;Samedi;6;YES;NO;S1;2026-02;2026-W07
15/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;7;15;Sunday;Dimanche;7;YES;NO;S1;2026-02;2026-W07
16/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;8;16;Monday;Lundi;1;NO;YES;S1;2026-02;2026-W08
17/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;8;17;Tuesday;Mardi;2;NO;YES;S1;2026-02;2026-W08
18/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;8;18;Wednesday;Mercredi;3;NO;YES;S1;2026-02;2026-W08
19/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;8;19;Thursday;Jeudi;4;NO;YES;S1;2026-02;2026-W08
20/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;8;20;Friday;Vendredi;5;NO;YES;S1;2026-02;2026-W08
21/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;8;21;Saturday;Samedi;6;YES;NO;S1;2026-02;2026-W08
22/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;8;22;Sunday;Dimanche;7;YES;NO;S1;2026-02;2026-W08
23/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;9;23;Monday;Lundi;1;NO;YES;S1;2026-02;2026-W09
24/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;9;24;Tuesday;Mardi;2;NO;YES;S1;2026-02;2026-W09
25/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;9;25;Wednesday;Mercredi;3;NO;YES;S1;2026-02;2026-W09
26/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;9;26;Thursday;Jeudi;4;NO;YES;S1;2026-02;2026-W09
27/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;9;27;Friday;Vendredi;5;NO;YES;S1;2026-02;2026-W09
28/02/2026;2026;2;February;Février;1;Q1 2026;2026 - Q1 - DPF - PI Planning;9;28;Saturday;Samedi;6;YES;NO;S1;2026-02;2026-W09
01/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;9;1;Sunday;Dimanche;7;YES;NO;S1;2026-03;2026-W09
02/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;10;2;Monday;Lundi;1;NO;YES;S1;2026-03;2026-W10
03/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;10;3;Tuesday;Mardi;2;NO;YES;S1;2026-03;2026-W10
04/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;10;4;Wednesday;Mercredi;3;NO;YES;S1;2026-03;2026-W10
05/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;10;5;Thursday;Jeudi;4;NO;YES;S1;2026-03;2026-W10
06/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;10;6;Friday;Vendredi;5;NO;YES;S1;2026-03;2026-W10
07/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;10;7;Saturday;Samedi;6;YES;NO;S1;2026-03;2026-W10
08/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;10;8;Sunday;Dimanche;7;YES;NO;S1;2026-03;2026-W10
09/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;11;9;Monday;Lundi;1;NO;YES;S1;2026-03;2026-W11
10/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;11;10;Tuesday;Mardi;2;NO;YES;S1;2026-03;2026-W11
11/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;11;11;Wednesday;Mercredi;3;NO;YES;S1;2026-03;2026-W11
12/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;11;12;Thursday;Jeudi;4;NO;YES;S1;2026-03;2026-W11
13/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;11;13;Friday;Vendredi;5;NO;YES;S1;2026-03;2026-W11
14/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;11;14;Saturday;Samedi;6;YES;NO;S1;2026-03;2026-W11
15/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;11;15;Sunday;Dimanche;7;YES;NO;S1;2026-03;2026-W11
16/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;12;16;Monday;Lundi;1;NO;YES;S1;2026-03;2026-W12
17/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;12;17;Tuesday;Mardi;2;NO;YES;S1;2026-03;2026-W12
18/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;12;18;Wednesday;Mercredi;3;NO;YES;S1;2026-03;2026-W12
19/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;12;19;Thursday;Jeudi;4;NO;YES;S1;2026-03;2026-W12
20/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;12;20;Friday;Vendredi;5;NO;YES;S1;2026-03;2026-W12
21/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;12;21;Saturday;Samedi;6;YES;NO;S1;2026-03;2026-W12
22/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;12;22;Sunday;Dimanche;7;YES;NO;S1;2026-03;2026-W12
23/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;13;23;Monday;Lundi;1;NO;YES;S1;2026-03;2026-W13
24/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;13;24;Tuesday;Mardi;2;NO;YES;S1;2026-03;2026-W13
25/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;13;25;Wednesday;Mercredi;3;NO;YES;S1;2026-03;2026-W13
26/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;13;26;Thursday;Jeudi;4;NO;YES;S1;2026-03;2026-W13
27/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;13;27;Friday;Vendredi;5;NO;YES;S1;2026-03;2026-W13
28/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;13;28;Saturday;Samedi;6;YES;NO;S1;2026-03;2026-W13
29/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;13;29;Sunday;Dimanche;7;YES;NO;S1;2026-03;2026-W13
30/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;14;30;Monday;Lundi;1;NO;YES;S1;2026-03;2026-W14
31/03/2026;2026;3;March;Mars;1;Q1 2026;2026 - Q1 - DPF - PI Planning;14;31;Tuesday;Mardi;2;NO;YES;S1;2026-03;2026-W14
01/04/2026;2026;4;April;Avril;2;Q2 2026;2026 - Q2 - DPF - PI Planning;14;1;Wednesday;Mercredi;3;NO;YES;S1;2026-04;2026-W14
02/04/2026;2026;4;April;Avril;2;Q2 2026;2026 - Q2 - DPF - PI Planning;14;2;Thursday;Jeudi;4;NO;YES;S1;2026-04;2026-W14
03/04/2026;2026;4;April;Avril;2;Q2 2026;2026 - Q2 - DPF - PI Planning;14;3;Friday;Vendredi;5;NO;YES;S1;2026-04;2026-W14
04/04/2026;2026;4;April;Avril;2;Q2 2026;2026 - Q2 - DPF - PI Planning;14;4;Saturday;Samedi;6;YES;NO;S1;2026-04;2026-W14
05/04/2026;2026;4;April;Avril;2;Q2 2026;2026 - Q2 - DPF - PI Planning;14;5;Sunday;Dimanche;7;YES;NO;S1;2026-04;2026-W14
06/04/2026;2026;4;April;Avril;2;Q2 2026;2026 - Q2 - DPF - PI Planning;15;6;Monday;Lundi;1;NO;YES;S1;2026-04;2026-W15
07/04/2026;2026;4;April;Avril;2;Q2 2026;2026 - Q2 - DPF - PI Planning;15;7;Tuesday;Mardi;2;NO;YES;S1;2026-04;2026-W15
08/04/2026;2026;4;April;Avril;2;Q2 2026;2026 - Q2 - DPF - PI Planning;15;8;Wednesday;Mercredi;3;NO;YES;S1;2026-04;2026-W15
09/04/2026;2026;4;April;Avril;2;Q2 2026;2026 - Q2 - DPF - PI Planning;15;9;Thursday;Jeudi;4;NO;YES;S1;2026-04;2026-W15
10/04/2026;2026;4;April;Avril;2;Q2 2026;2026 - Q2 - DPF - PI Planning;15;10;Friday;Vendredi;5;NO;YES;S1;2026-04;2026-W15
11/04/2026;2026;4;April;Avril;2;Q2 2026;2026 - Q2 - DPF - PI Planning;15;11;Saturday;Samedi;6;YES;NO;S1;2026-04;2026-W15
12/04/2026;2026;4;April;Avril;2;Q2 2026;2026 - Q2 - DPF - PI Planning;15;12;Sunday;Dimanche;7;YES;NO;S1;2026-04;2026-W15
13/04/2026;2026;4;April;Avril;2;Q2 2026;2026 - Q2 - DPF - PI Planning;16;13;Monday;Lundi;1;NO;YES;S1;2026-04;2026-W16
14/04/2026;2026;4;April;Avril;2;Q2 2026;2026 - Q2 - DPF - PI Planning;16;14;Tuesday;Mardi;2;NO;YES;S1;2026-04;2026-W16
15/04/2026;2026;4;April;Avril;2;Q2 2026;2026 - Q2 - DPF - PI Planning;16;15;Wednesday;Mercredi;3;NO;YES;S1;2026-04;2026-W16
